pct_std,county,precinct,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREODEL,G20PRESLAR,G20PREGHAW,G20PRECBLA,G20PREOWRI
BAK005A,BAK,5A,2807,221,23,1,0,5,0,7
BAK006A,BAK,6A,151,70,1,0,0,0,0,1
BRE0000,BRE,"0",0,0,0,0,0,0,0,0
BRE0100,BRE,"100",1267,510,15,0,0,1,2,2
BRE0102,BRE,"102",463,294,6,0,0,0,0,2
BRE0103,BRE,"103",2080,878,16,2,2,1,3,7
BRE0104,BRE,"104",2790,981,11,0,0,2,1,4
BRE0105,BRE,"105",2835,1691,53,3,0,7,0,10
BRE0106,BRE,"106",1688,393,6,1,0,3,0,2
BRE0107,BRE,"107",1041,675,17,1,2,3,2,6
BRE0108,BRE,"108",1613,2052,31,3,3,5,3,14
BRE0109,BRE,"109",2665,1633,41,3,3,4,2,7
BRE0111,BRE,"111",1278,820,18,1,0,6,2,8
BRE0112,BRE,"112",1597,863,40,0,0,5,2,3
BRE0113,BRE,"113",1616,854,35,0,1,7,1,12
BRE0114,BRE,"114",2721,1806,57,1,1,4,0,11
BRE0115,BRE,"115",1810,1116,30,0,1,10,0,11
BRE0116,BRE,"116",2517,1065,21,1,1,3,3,7
BRE0118,BRE,"118",3302,1318,39,1,1,5,1,11
BRE0120,BRE,"120",111,718,2,1,0,1,1,1
BRE0121,BRE,"121",1318,538,19,0,1,3,2,5
BRE0122,BRE,"122",1293,615,24,3,2,1,2,6
BRE0123,BRE,"123",1590,925,35,0,0,8,0,8
BRE0124,BRE,"124",1838,1163,22,6,2,8,0,7
BRE0125,BRE,"125",2059,1015,28,2,0,8,0,12
BRE0126,BRE,"126",0,0,0,0,0,0,0,0
BRE0127,BRE,"127",513,312,4,0,0,1,1,2
BRE0128,BRE,"128",4,0,0,0,0,0,0,0
BRE0129,BRE,"129",23,10,0,0,0,0,0,0
BRE0130,BRE,"130",0,0,0,0,0,0,0,0
BRE0131,BRE,"131",798,479,13,0,0,0,0,4
BRE0132,BRE,"132",0,0,0,0,0,0,0,0
BRE0133,BRE,"133",0,0,0,0,0,0,0,0
BRE0134,BRE,"134",0,0,0,0,0,0,0,0
BRE0135,BRE,"135",1142,493,11,0,0,3,1,4
BRE0136,BRE,"136",0,0,0,0,0,0,0,0
BRE0200,BRE,"200",868,743,5,1,0,1,0,7
BRE0201,BRE,"201",1731,950,23,1,2,6,1,7
BRE0202,BRE,"202",1502,862,18,0,0,5,1,2
BRE0203,BRE,"203",1992,1202,32,2,1,7,0,5
BRE0204,BRE,"204",2111,1587,26,4,1,8,5,8
BRE0205,BRE,"205",4035,1953,47,5,5,9,2,11
BRE0206,BRE,"206",1435,774,13,0,0,3,2,6
BRE0207,BRE,"207",1230,737,23,0,1,5,2,2
BRE0208,BRE,"208",1022,750,19,0,0,2,0,4
BRE0209,BRE,"209",1167,1011,20,1,3,5,2,2
BRE0211,BRE,"211",1470,1276,37,0,2,7,3,8
BRE0212,BRE,"212",575,779,11,1,2,5,2,4
BRE0213,BRE,"213",181,406,3,2,1,1,0,2
BRE0214,BRE,"214",907,1080,13,0,0,2,2,4
BRE0215,BRE,"215",723,438,6,1,1,1,1,4
BRE0216,BRE,"216",3236,2118,35,3,0,4,2,16
BRE0217,BRE,"217",2032,1041,31,3,1,3,0,8
BRE0218,BRE,"218",297,212,4,0,0,1,0,1
BRE0219,BRE,"219",1658,1928,32,6,2,3,4,9
BRE0220,BRE,"220",390,264,5,0,0,1,1,2
BRE0221,BRE,"221",1534,1099,19,2,1,2,2,9
BRE0222,BRE,"222",1544,1311,23,2,1,4,0,8
BRE0223,BRE,"223",339,267,15,0,0,2,0,2
BRE0224,BRE,"224",2323,1925,46,6,1,4,3,16
BRE0225,BRE,"225",4,7,0,0,0,0,0,0
BRE0226,BRE,"226",1456,1105,21,0,4,4,1,7
BRE0227,BRE,"227",84,77,3,0,0,0,1,0
BRE0228,BRE,"228",501,395,16,1,0,3,0,0
BRE0229,BRE,"229",280,146,4,0,0,0,0,2
BRE0230,BRE,"230",5,4,1,0,0,0,0,0
BRE0231,BRE,"231",224,543,16,1,2,3,2,2
BRE0233,BRE,"233",81,459,1,0,2,0,0,3
BRE0234,BRE,"234",134,105,2,0,0,2,1,2
BRE0235,BRE,"235",1385,728,26,1,1,3,0,4
BRE0236,BRE,"236",338,211,1,0,1,0,1,1
BRE0237,BRE,"237",39,13,1,0,0,0,0,0
BRE0238,BRE,"238",25,15,0,0,0,0,0,0
BRE0239,BRE,"239",0,2,0,0,0,0,0,0
BRE0240,BRE,"240",736,365,10,2,0,0,0,2
BRE0300,BRE,"300",650,1250,13,3,3,3,1,4
BRE0301,BRE,"301",326,122,1,0,1,0,0,3
BRE0302,BRE,"302",2389,892,18,1,1,6,0,6
BRE0303,BRE,"303",2568,2676,46,3,5,14,2,11
BRE0304,BRE,"304",2479,1484,10,1,2,4,1,6
BRE0305,BRE,"305",1357,1029,21,3,0,2,0,16
BRE0306,BRE,"306",289,897,2,1,0,0,0,2
BRE0307,BRE,"307",815,505,10,1,0,2,0,4
BRE0308,BRE,"308",1692,1252,35,8,2,7,5,8
BRE0309,BRE,"309",5186,4405,106,3,7,14,1,17
BRE0310,BRE,"310",1140,946,26,0,2,2,2,2
BRE0311,BRE,"311",1350,962,11,2,0,3,0,8
BRE0312,BRE,"312",1288,706,6,3,0,3,0,2
BRE0313,BRE,"313",3657,3307,58,2,3,18,3,13
BRE0314,BRE,"314",1552,1390,34,0,3,3,0,5
BRE0315,BRE,"315",1684,1851,34,1,2,4,2,12
BRE0316,BRE,"316",1677,1460,22,5,1,6,3,12
BRE0317,BRE,"317",2275,2452,48,2,3,9,4,18
BRE0318,BRE,"318",1755,1204,16,2,0,1,1,10
BRE0319,BRE,"319",2,5,0,0,0,0,0,0
BRE0320,BRE,"320",55,32,0,0,0,0,0,1
BRE0321,BRE,"321",131,186,3,0,0,1,0,1
BRE0322,BRE,"322",2042,2097,39,5,5,9,0,8
BRE0323,BRE,"323",133,151,8,0,0,2,0,1
BRE0324,BRE,"324",439,283,5,0,0,1,0,0
BRE0325,BRE,"325",241,117,1,0,0,0,1,2
BRE0326,BRE,"326",302,103,3,0,0,1,0,0
BRE0327,BRE,"327",303,154,5,0,0,0,1,2
BRE0328,BRE,"328",257,134,5,0,0,0,1,0
BRE0400,BRE,"400",1917,1761,46,4,2,8,1,8
BRE0402,BRE,"402",1958,1382,39,1,2,3,2,9
BRE0403,BRE,"403",665,368,10,1,2,5,0,3
BRE0404,BRE,"404",3055,1965,46,1,4,8,1,14
BRE0405,BRE,"405",2563,1732,42,3,1,4,2,24
BRE0406,BRE,"406",3040,2233,47,4,4,7,1,7
BRE0407,BRE,"407",254,120,7,0,0,0,0,1
BRE0408,BRE,"408",627,523,14,3,0,3,2,4
BRE0409,BRE,"409",3077,2161,60,6,1,9,2,14
BRE0410,BRE,"410",465,295,7,1,1,0,0,0
BRE0411,BRE,"411",514,413,8,1,0,4,0,2
BRE0412,BRE,"412",556,439,10,0,1,0,1,2
BRE0414,BRE,"414",2066,1655,36,3,4,5,4,15
BRE0415,BRE,"415",1678,1126,32,3,0,5,0,6
BRE0416,BRE,"416",1132,607,15,1,1,0,1,4
BRE0417,BRE,"417",2509,1846,30,4,0,6,2,19
BRE0418,BRE,"418",1754,1071,17,0,1,0,2,6
BRE0419,BRE,"419",1332,798,9,1,1,1,0,4
BRE0420,BRE,"420",1644,1129,18,1,0,1,0,5
BRE0421,BRE,"421",2383,1494,22,2,2,1,0,16
BRE0422,BRE,"422",3190,1992,53,6,1,9,1,19
BRE0424,BRE,"424",2143,1654,29,3,3,5,3,7
BRE0425,BRE,"425",356,266,3,0,1,0,0,2
BRE0426,BRE,"426",1123,485,10,0,1,0,0,2
BRE0427,BRE,"427",2336,1449,29,3,2,6,2,8
BRE0428,BRE,"428",2568,1872,28,2,3,4,2,20
BRE0429,BRE,"429",1343,915,10,1,0,4,2,2
BRE0430,BRE,"430",585,282,2,0,0,1,1,3
BRE0431,BRE,"431",730,534,12,1,0,3,3,7
BRE0432,BRE,"432",96,53,1,0,0,0,0,0
BRE0433,BRE,"433",23,6,0,0,0,0,0,0
BRE0434,BRE,"434",5,1,0,0,0,0,0,0
BRE0435,BRE,"435",47,24,1,0,0,0,0,0
BRE0436,BRE,"436",0,0,0,0,0,0,0,0
BRE0437,BRE,"437",320,214,4,0,0,0,0,2
BRE0438,BRE,"438",0,0,0,0,0,0,0,0
BRE0439,BRE,"439",0,0,0,0,0,0,0,0
BRE0440,BRE,"440",22,20,1,0,0,0,0,0
BRE0441,BRE,"441",1773,1317,26,4,0,4,1,4
BRE0442,BRE,"442",8,0,0,0,0,0,0,0
BRE0443,BRE,"443",0,0,0,0,0,0,0,0
BRE0500,BRE,"500",726,589,8,2,0,2,0,0
BRE0501,BRE,"501",256,245,10,1,0,1,2,3
BRE0502,BRE,"502",1481,1005,35,1,0,6,1,11
BRE0503,BRE,"503",1588,1167,22,0,1,2,2,7
BRE0504,BRE,"504",436,263,0,0,0,2,1,1
BRE0505,BRE,"505",1892,1255,29,4,0,6,1,5
BRE0506,BRE,"506",1266,958,18,0,1,6,1,3
BRE0507,BRE,"507",2231,1525,36,0,3,8,2,12
BRE0508,BRE,"508",1079,679,16,4,2,3,1,7
BRE0509,BRE,"509",282,275,5,0,0,0,1,1
BRE0510,BRE,"510",3731,3204,71,3,3,14,10,15
BRE0511,BRE,"511",1529,678,9,0,0,3,0,8
BRE0512,BRE,"512",1794,778,17,0,1,5,0,4
BRE0513,BRE,"513",322,182,1,1,1,1,2,0
BRE0515,BRE,"515",1672,1228,15,2,3,2,2,10
BRE0516,BRE,"516",2701,2803,59,5,0,16,0,20
BRE0517,BRE,"517",2352,2377,48,2,1,7,2,15
BRE0518,BRE,"518",1738,1159,33,2,2,6,0,10
BRE0519,BRE,"519",2514,2584,43,7,4,6,1,19
BRE0520,BRE,"520",2158,1926,48,1,2,8,2,12
BRE0521,BRE,"521",2035,1887,50,2,5,4,1,1
BRE0522,BRE,"522",240,131,2,1,0,0,0,0
BRE0523,BRE,"523",469,345,15,1,0,5,0,3
BRE0525,BRE,"525",1151,771,12,0,1,3,0,4
BRE0527,BRE,"527",1136,878,22,0,0,5,2,3
BRE0528,BRE,"528",438,457,19,0,1,1,1,1
BRE0529,BRE,"529",711,556,14,2,0,4,2,8
BRE0530,BRE,"530",495,285,9,1,0,1,0,1
BRE0531,BRE,"531",3,0,0,0,0,0,0,0
BRE0999,BRE,"999",0,0,0,0,0,0,0,0
CLL0101,CLL,"101",2720,1651,13,1,0,5,2,6
CLL0102,CLL,"102",70,20,0,0,0,0,0,0
CLL0103,CLL,"103",1142,723,3,0,0,1,1,5
CLL0135,CLL,"135",2336,1783,18,1,0,3,0,8
CLL0139,CLL,"139",1377,967,12,0,1,1,1,1
CLL0141,CLL,"141",1993,1116,5,2,2,2,0,6
CLL0142,CLL,"142",1006,460,5,0,0,0,0,6
CLL0144,CLL,"144",2640,1507,20,0,0,4,1,10
CLL0155,CLL,"155",3982,2446,17,3,0,4,3,17
CLL0156,CLL,"156",1801,2092,11,0,4,7,3,7
CLL0159,CLL,"159",1577,675,8,0,1,0,0,6
CLL0189,CLL,"189",187,98,1,0,0,1,0,0
CLL0190,CLL,"190",2372,958,9,0,1,2,1,5
CLL0193,CLL,"193",3919,1531,19,3,0,3,0,13
CLL0194,CLL,"194",2549,932,13,0,1,2,2,4
CLL0202,CLL,"202",3512,2151,23,2,3,6,0,9
CLL0203,CLL,"203",3059,1470,22,2,2,2,0,14
CLL0204,CLL,"204",2209,1358,12,0,1,3,0,3
CLL0222,CLL,"222",2603,1379,19,0,1,5,1,3
CLL0223,CLL,"223",3907,2456,32,4,1,6,0,11
CLL0242,CLL,"242",1135,581,8,0,0,0,0,4
CLL0251,CLL,"251",3088,2185,19,0,4,11,0,16
CLL0252,CLL,"252",1669,780,4,0,0,1,0,6
CLL0255,CLL,"255",3240,2151,18,1,0,1,0,13
CLL0257,CLL,"257",1965,1048,14,1,0,6,0,10
CLL0258,CLL,"258",2069,1256,17,1,1,5,0,6
CLL0303,CLL,"303",3113,1411,12,3,1,1,0,13
CLL0304,CLL,"304",2021,949,10,0,0,1,0,11
CLL0310,CLL,"310",3337,1950,24,2,1,6,2,18
CLL0313,CLL,"313",2642,1572,24,3,0,4,0,11
CLL0315,CLL,"315",1484,848,2,0,0,2,1,3
CLL0317,CLL,"317",1937,1098,11,0,0,2,0,6
CLL0322,CLL,"322",2361,939,16,2,1,5,1,4
CLL0323,CLL,"323",1778,2416,18,2,2,4,1,12
CLL0324,CLL,"324",2039,1931,11,3,1,9,0,8
CLL0332,CLL,"332",3319,2391,23,1,0,2,2,13
CLL0414,CLL,"414",1772,1317,22,1,3,3,2,5
CLL0418,CLL,"418",3147,1922,28,1,0,4,1,19
CLL0428,CLL,"428",1869,1088,14,2,1,1,0,12
CLL0430,CLL,"430",1737,1140,16,0,2,1,0,4
CLL0431,CLL,"431",1003,712,3,0,1,1,0,2
CLL0434,CLL,"434",2496,1820,27,1,3,7,2,8
CLL0438,CLL,"438",1378,831,5,1,1,1,0,3
CLL0440,CLL,"440",2107,1332,19,0,0,3,0,5
CLL0450,CLL,"450",0,0,0,0,0,0,0,0
CLL0462,CLL,"462",2196,1001,6,1,0,3,3,10
CLL0464,CLL,"464",2412,1299,16,2,0,1,0,20
CLL0472,CLL,"472",334,319,2,0,0,0,0,1
CLL0475,CLL,"475",750,273,6,0,0,0,0,6
CLL0477,CLL,"477",2542,1296,12,1,0,2,0,19
CLL0479,CLL,"479",1210,607,12,0,0,1,0,4
CLL0502,CLL,"502",435,137,4,0,0,0,0,3
CLL0550,CLL,"550",1075,454,10,1,1,2,1,5
CLL0551,CLL,"551",3637,1761,22,6,2,3,0,15
CLL0552,CLL,"552",3386,1538,34,1,2,9,0,7
CLL0554,CLL,"554",2384,1249,22,0,0,9,3,1
CLL0590,CLL,"590",4436,2316,40,5,2,4,0,18
CLL0591,CLL,"591",3333,2001,47,0,2,7,2,4
CLL0593,CLL,"593",2270,1022,15,1,1,1,0,19
CLL0594,CLL,"594",883,2907,14,3,0,6,3,8
DUV1001,DUV,"1001",172,2030,5,2,2,5,1,9
DUV1002,DUV,"1002",91,2013,5,1,2,0,0,3
DUV1003,DUV,"1003",51,1179,7,2,0,1,1,2
DUV1004,DUV,"1004",64,1780,2,0,3,2,1,7
DUV1005,DUV,"1005",140,2513,9,3,4,1,2,2
DUV1006,DUV,"1006",674,673,8,1,0,0,1,1
DUV1007,DUV,"1007",577,549,13,0,4,1,0,3
DUV1008,DUV,"1008",910,1753,26,1,2,3,4,3
DUV1009,DUV,"1009",730,1330,11,2,2,2,5,8
DUV0101,DUV,"101",887,1190,23,2,2,6,0,13
DUV1010,DUV,"1010",855,837,15,4,2,5,0,3
DUV1011,DUV,"1011",724,441,6,0,0,1,1,1
DUV1012,DUV,"1012",548,1542,13,2,1,1,1,8
DUV1013,DUV,"1013",537,485,11,1,0,0,1,3
DUV1014,DUV,"1014",933,1652,12,2,2,5,1,11
DUV1015,DUV,"1015",847,1277,19,0,2,4,0,5
DUV1016,DUV,"1016",587,865,13,0,1,8,0,7
DUV0102,DUV,"102",1101,2346,30,2,4,6,3,12
DUV0103,DUV,"103",726,692,23,0,0,5,1,8
DUV0104,DUV,"104",1081,1126,21,2,2,5,0,6
DUV0105,DUV,"105",1666,1556,41,1,2,6,2,12
DUV0106,DUV,"106",1576,2170,26,5,5,6,1,15
DUV0107,DUV,"107",374,741,6,0,1,1,0,3
DUV0108,DUV,"108",928,818,16,1,1,2,0,2
DUV0109,DUV,"109",550,578,13,1,1,0,0,3
DUV0110,DUV,"110",1050,722,24,0,0,0,1,8
DUV1101,DUV,"1101",491,480,5,0,1,0,0,5
DUV1102,DUV,"1102",272,221,6,0,0,0,0,2
DUV1103,DUV,"1103",1391,1324,22,1,5,2,1,8
DUV1104,DUV,"1104",2103,2079,45,3,1,10,1,12
DUV1105,DUV,"1105",1620,1714,40,2,3,8,0,17
DUV1106,DUV,"1106",2809,2563,38,6,0,12,5,27
DUV1107,DUV,"1107",878,598,5,2,0,1,0,5
DUV1108,DUV,"1108",1130,1569,32,6,4,6,0,14
DUV1109,DUV,"1109",1270,519,14,0,0,0,0,6
DUV0111,DUV,"111",745,551,19,1,2,4,1,4
DUV1110,DUV,"1110",3040,2895,62,4,4,7,2,19
DUV1111,DUV,"1111",469,952,27,3,3,3,0,2
DUV1112,DUV,"1112",1519,1579,32,5,1,4,0,12
DUV1113,DUV,"1113",921,1804,41,2,5,8,0,10
DUV1114,DUV,"1114",1214,1778,49,2,4,8,2,8
DUV1115,DUV,"1115",1855,1780,42,2,1,6,1,11
DUV0112,DUV,"112",498,917,16,0,0,8,0,4
DUV0113,DUV,"113",1983,2655,61,4,1,4,6,15
DUV0114,DUV,"114",536,992,11,1,6,6,0,4
DUV1201,DUV,"1201",1686,617,23,0,0,4,4,2
DUV1202,DUV,"1202",1273,700,12,0,1,4,0,4
DUV1203,DUV,"1203",869,199,5,0,0,0,1,2
DUV1204,DUV,"1204",1161,466,7,0,2,3,0,4
DUV1205,DUV,"1205",1606,1678,34,3,1,4,0,14
DUV1206,DUV,"1206",1625,1328,33,1,1,5,0,8
DUV1207,DUV,"1207",501,225,3,0,1,0,0,0
DUV1208,DUV,"1208",1417,1421,22,2,1,4,3,7
DUV1209,DUV,"1209",2092,698,22,4,0,3,2,7
DUV1210,DUV,"1210",1214,934,30,2,3,5,3,3
DUV1211,DUV,"1211",1973,2433,46,5,4,7,2,9
DUV1212,DUV,"1212",2255,2949,44,3,4,5,8,15
DUV1213,DUV,"1213",1692,1905,31,0,4,7,4,6
DUV1301,DUV,"1301",1688,1122,19,1,0,2,0,11
DUV1302,DUV,"1302",1791,926,31,1,0,1,1,8
DUV1303,DUV,"1303",1371,915,20,1,4,5,1,11
DUV1304,DUV,"1304",1326,1113,27,1,1,3,0,10
DUV1305,DUV,"1305",1445,1034,20,0,1,0,4,4
DUV1306,DUV,"1306",1099,1044,21,0,0,2,0,11
DUV1307,DUV,"1307",1397,1185,19,0,0,5,1,4
DUV1308,DUV,"1308",1331,1265,18,1,0,1,2,11
DUV1309,DUV,"1309",1555,1035,21,2,1,3,0,9
DUV1310,DUV,"1310",1583,1028,25,4,1,6,0,4
DUV1311,DUV,"1311",2023,1188,23,2,2,0,1,15
DUV1312,DUV,"1312",953,935,33,2,1,7,0,3
DUV1313,DUV,"1313",2512,1055,24,2,2,6,2,12
DUV1314,DUV,"1314",404,289,20,0,0,0,1,1
DUV1315,DUV,"1315",2227,1761,59,5,3,13,1,9
DUV1401,DUV,"1401",1052,1061,29,1,0,0,2,6
DUV1402,DUV,"1402",1212,1142,12,1,1,3,1,10
DUV1403,DUV,"1403",1019,1048,24,1,3,3,2,5
DUV1404,DUV,"1404",1449,2359,55,2,0,9,1,16
DUV1405,DUV,"1405",760,1045,29,2,3,8,1,4
DUV1406,DUV,"1406",726,582,22,1,0,6,0,4
DUV1407,DUV,"1407",318,987,21,1,2,5,0,2
DUV1408,DUV,"1408",1562,1237,39,2,0,7,2,11
DUV1409,DUV,"1409",2081,1823,33,4,2,4,1,15
DUV1410,DUV,"1410",1647,1873,40,6,6,4,2,4
DUV1411,DUV,"1411",3177,1630,50,3,2,2,4,19
DUV1412,DUV,"1412",1007,1025,43,1,0,8,1,2
DUV1413,DUV,"1413",1090,2143,62,0,1,8,0,19
DUV1415,DUV,"1415",736,1232,25,1,2,0,0,9
DUV0201,DUV,"201",1583,1348,36,3,2,2,2,6
DUV0202,DUV,"202",2482,2092,56,4,2,4,2,15
DUV0203,DUV,"203",1788,1863,33,5,3,5,0,13
DUV0204,DUV,"204",1415,563,19,1,2,3,0,2
DUV0205,DUV,"205",3935,3224,98,4,2,14,0,10
DUV0206,DUV,"206",2764,1266,33,1,0,6,0,5
DUV0207,DUV,"207",2385,1944,58,3,3,11,2,12
DUV0208,DUV,"208",1531,465,20,0,1,1,3,3
DUV0209,DUV,"209",1558,635,21,1,0,3,2,8
DUV0210,DUV,"210",971,269,5,0,1,1,0,1
DUV0211,DUV,"211",2348,1839,48,0,0,5,1,10
DUV0212,DUV,"212",516,90,6,0,0,1,0,0
DUV0213,DUV,"213",734,446,8,0,1,1,0,1
DUV0301,DUV,"301",1215,654,14,1,1,1,0,6
DUV0302,DUV,"302",1108,710,17,3,2,0,1,10
DUV0303,DUV,"303",1749,1037,25,2,1,3,0,9
DUV0304,DUV,"304",1248,592,9,1,1,0,0,11
DUV0305,DUV,"305",2612,1949,61,3,4,7,3,19
DUV0306,DUV,"306",1590,1779,49,1,4,5,0,9
DUV0307,DUV,"307",1113,864,33,1,1,4,0,4
DUV0308,DUV,"308",958,542,17,1,0,7,0,6
DUV0309,DUV,"309",1392,1229,35,3,1,4,0,8
DUV0310,DUV,"310",1580,939,15,2,0,0,1,6
DUV0311,DUV,"311",1500,825,19,2,0,5,0,7
DUV0312,DUV,"312",4094,3091,78,3,1,7,4,0
DUV0313,DUV,"313",2246,1721,40,3,0,6,0,12
DUV0315,DUV,"315",867,564,19,1,1,3,0,4
DUV0401,DUV,"401",660,436,9,1,1,1,1,4
DUV0402,DUV,"402",1516,1380,26,1,1,3,1,12
DUV0403,DUV,"403",2092,2271,30,2,5,5,2,16
DUV0404,DUV,"404",1628,756,42,0,1,3,0,5
DUV0405,DUV,"405",600,797,13,0,1,6,1,5
DUV0407,DUV,"407",2374,2536,65,4,2,6,2,11
DUV0408,DUV,"408",2039,1083,30,1,1,2,2,7
DUV0409,DUV,"409",1153,1068,21,0,4,6,0,3
DUV0410,DUV,"410",1764,1493,30,6,4,7,3,9
DUV0411,DUV,"411",1890,1698,37,3,0,6,0,12
DUV0412,DUV,"412",1185,1712,40,3,3,12,2,9
DUV0501,DUV,"501",1231,1493,39,4,1,4,1,17
DUV0502,DUV,"502",535,391,14,2,0,0,0,3
DUV0503,DUV,"503",662,1195,14,3,3,5,0,7
DUV0504,DUV,"504",819,722,15,1,1,2,0,6
DUV0505,DUV,"505",1202,910,23,0,1,1,1,11
DUV0506,DUV,"506",1212,1698,34,2,3,10,0,10
DUV0507,DUV,"507",531,821,20,2,3,4,2,11
DUV0508,DUV,"508",2333,1753,54,2,2,11,1,13
DUV0509,DUV,"509",2021,1440,35,2,3,4,1,19
DUV0510,DUV,"510",1619,1205,25,1,3,4,0,10
DUV0511,DUV,"511",1119,1174,21,1,4,6,1,10
DUV0512,DUV,"512",1704,1947,39,4,2,5,1,7
DUV0513,DUV,"513",984,825,17,2,0,1,0,3
DUV0601,DUV,"601",2119,900,31,1,1,3,2,13
DUV0602,DUV,"602",2221,1417,26,5,1,6,1,12
DUV0603,DUV,"603",2051,1258,30,3,0,3,1,9
DUV0604,DUV,"604",1121,517,12,0,1,3,0,4
DUV0605,DUV,"605",2379,1081,27,5,1,3,4,8
DUV0606,DUV,"606",3178,1629,45,0,0,5,5,9
DUV0607,DUV,"607",990,689,17,1,1,0,0,2
DUV0608,DUV,"608",2962,2117,68,1,3,13,3,1
DUV0609,DUV,"609",850,695,18,2,1,3,0,4
DUV0610,DUV,"610",3223,1397,68,1,2,8,4,8
DUV0611,DUV,"611",1156,782,25,1,1,3,0,5
DUV0612,DUV,"612",2339,1621,25,2,1,6,1,12
DUV0613,DUV,"613",1533,1009,40,1,2,2,2,5
DUV0614,DUV,"614",926,656,15,2,0,0,1,3
DUV0701,DUV,"701",260,518,3,1,1,1,0,1
DUV0702,DUV,"702",139,629,4,0,2,1,0,3
DUV0703,DUV,"703",3296,3205,77,2,2,10,1,17
DUV0704,DUV,"704",360,1710,30,1,4,5,0,7
DUV0705,DUV,"705",1364,2564,25,2,1,5,1,6
DUV0706,DUV,"706",24,687,3,0,1,3,1,1
DUV0707,DUV,"707",153,1698,16,4,2,6,1,6
DUV0708,DUV,"708",103,669,4,0,3,3,0,3
DUV0709,DUV,"709",265,3363,10,1,3,9,2,10
DUV0710,DUV,"710",330,2603,14,1,0,6,0,7
DUV0711,DUV,"711",64,632,6,2,2,3,0,3
DUV0712,DUV,"712",180,930,13,1,1,3,0,6
DUV0713,DUV,"713",834,1843,29,1,3,4,2,9
DUV0714,DUV,"714",128,1076,7,0,7,5,0,4
DUV0801,DUV,"801",250,1312,8,3,2,3,2,3
DUV0802,DUV,"802",86,1798,3,2,2,3,2,3
DUV0803,DUV,"803",566,3016,14,1,4,4,2,9
DUV0804,DUV,"804",566,1240,18,1,1,1,0,3
DUV0805,DUV,"805",386,1385,9,0,0,4,1,5
DUV0806,DUV,"806",25,445,1,0,1,4,0,1
DUV0807,DUV,"807",47,790,0,1,1,0,0,3
DUV0808,DUV,"808",52,1050,5,1,1,2,0,0
DUV0809,DUV,"809",62,1260,3,0,1,0,1,4
DUV0810,DUV,"810",865,199,12,1,0,1,1,0
DUV0811,DUV,"811",36,808,1,0,0,1,1,3
DUV0812,DUV,"812",55,803,2,1,1,3,1,3
DUV0813,DUV,"813",1736,3309,36,2,1,5,5,13
DUV0814,DUV,"814",2152,573,12,1,0,3,1,5
DUV0815,DUV,"815",50,1001,1,0,0,4,1,3
DUV0816,DUV,"816",71,451,2,1,0,1,0,1
DUV0817,DUV,"817",933,1952,28,1,3,3,2,7
DUV0818,DUV,"818",220,825,12,0,0,3,1,1
DUV0901,DUV,"901",565,1581,31,1,3,3,2,7
DUV0902,DUV,"902",70,1633,4,0,3,2,3,2
DUV0903,DUV,"903",759,1138,14,0,5,5,0,2
DUV0904,DUV,"904",59,1573,2,0,2,3,1,3
DUV0905,DUV,"905",555,1078,15,4,1,3,0,6
DUV0906,DUV,"906",625,523,9,1,3,2,1,2
DUV0907,DUV,"907",604,720,18,1,4,1,1,4
DUV0908,DUV,"908",1059,1685,49,0,2,3,4,5
DUV0909,DUV,"909",75,828,7,1,1,0,0,3
DUV0910,DUV,"910",173,1312,4,1,1,1,0,3
DUV0911,DUV,"911",411,1724,13,1,4,8,1,10
DUV0912,DUV,"912",36,848,2,1,2,1,1,5
DUV0913,DUV,"913",512,1083,7,1,0,0,2,8
DUV0914,DUV,"914",1308,2230,44,5,1,4,2,18
DUV1116,DUV,"1116",1062,681,8,2,2,1,0,5
ESC0001,ESC,"1",2129,1641,103,6,3,3,1,22
ESC0101,ESC,"101",1089,737,17,1,0,1,0,5
ESC0102,ESC,"102",1172,872,15,1,0,1,0,9
ESC0103,ESC,"103",437,1208,16,0,1,2,0,3
ESC0104,ESC,"104",511,1069,14,0,3,4,6,3
ESC0105,ESC,"105",2867,1095,44,1,0,5,0,5
ESC0106,ESC,"106",842,748,21,1,3,1,1,4
ESC0107,ESC,"107",1918,1428,56,4,5,9,0,11
ESC0108,ESC,"108",1504,1385,57,1,3,4,1,11
ESC0011,ESC,"11",765,162,4,0,0,0,1,2
ESC0110,ESC,"110",1234,174,11,2,0,0,1,4
ESC0111,ESC,"111",1510,1024,39,1,1,5,2,10
ESC0112,ESC,"112",3508,1727,64,6,6,7,3,26
ESC0113,ESC,"113",581,518,10,1,1,0,1,3
ESC0014,ESC,"14",275,1287,6,1,4,1,0,3
ESC0015,ESC,"15",1011,799,36,1,0,1,0,12
ESC0018,ESC,"18",425,46,5,0,0,0,0,1
ESC0019,ESC,"19",2904,509,32,1,3,3,4,9
ESC0021,ESC,"21",1608,822,17,0,1,5,0,7
ESC0022,ESC,"22",341,472,7,0,0,1,0,0
ESC0023,ESC,"23",604,58,3,0,0,0,0,0
ESC0024,ESC,"24",1742,1111,38,1,1,6,2,11
ESC0025,ESC,"25",596,470,18,2,1,1,0,4
ESC0026,ESC,"26",3042,1705,58,4,7,6,5,11
ESC0028,ESC,"28",266,1593,13,0,2,1,4,4
ESC0029,ESC,"29",541,915,16,1,0,2,0,5
